sale_date,pos_source_key,menu_item_id,product_id,quantity_sold,recipe_quantity,recipe_unit,inventory_unit,quantity_change
2024-04-05,POS-20240405-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,15,1.000000,each,each,-15.000000
2024-04-05,POS-20240405-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,82,0.180000,litre,bottle,-9.840000
2024-04-05,POS-20240405-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,82,0.018000,kilogram,bag,-1.476000
2024-04-05,POS-20240405-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,23,0.250000,litre,bottle,-3.833333
2024-04-05,POS-20240405-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,30,0.250000,litre,bottle,-5.000000
2024-04-05,POS-20240405-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,30,0.018000,kilogram,bag,-0.540000
2024-04-05,POS-20240405-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,42,0.250000,litre,carton,-10.500000
2024-04-05,POS-20240405-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,42,0.018000,kilogram,bag,-0.756000
2024-04-05,POS-20240405-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,16,0.200000,litre,carton,-3.200000
2024-04-06,POS-20240406-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,46,1.000000,each,each,-46.000000
2024-04-06,POS-20240406-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,14,2.000000,each,each,-28.000000
2024-04-06,POS-20240406-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,13,1.000000,each,each,-13.000000
2024-04-06,POS-20240406-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,74,0.180000,litre,bottle,-8.880000
2024-04-06,POS-20240406-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,74,0.018000,kilogram,bag,-1.332000
2024-04-06,POS-20240406-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,26,0.250000,litre,bottle,-4.333333
2024-04-06,POS-20240406-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,32,0.250000,litre,bottle,-5.333333
2024-04-06,POS-20240406-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,32,0.018000,kilogram,bag,-0.576000
2024-04-06,POS-20240406-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,38,0.250000,litre,carton,-9.500000
2024-04-06,POS-20240406-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,38,0.018000,kilogram,bag,-0.684000
2024-04-06,POS-20240406-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,15,0.200000,litre,carton,-3.000000
2024-04-07,POS-20240407-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,39,1.000000,each,each,-39.000000
2024-04-07,POS-20240407-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,9,2.000000,each,each,-18.000000
2024-04-07,POS-20240407-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,12,1.000000,each,each,-12.000000
2024-04-07,POS-20240407-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,73,0.180000,litre,bottle,-8.760000
2024-04-07,POS-20240407-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,73,0.018000,kilogram,bag,-1.314000
2024-04-07,POS-20240407-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,25,0.250000,litre,bottle,-4.166667
2024-04-07,POS-20240407-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,24,0.250000,litre,bottle,-4.000000
2024-04-07,POS-20240407-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,24,0.018000,kilogram,bag,-0.432000
2024-04-07,POS-20240407-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,37,0.250000,litre,carton,-9.250000
2024-04-07,POS-20240407-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,37,0.018000,kilogram,bag,-0.666000
2024-04-07,POS-20240407-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,12,0.200000,litre,carton,-2.400000
2024-04-08,POS-20240408-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,31,1.000000,each,each,-31.000000
2024-04-08,POS-20240408-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,5,2.000000,each,each,-10.000000
2024-04-08,POS-20240408-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,15,1.000000,each,each,-15.000000
2024-04-08,POS-20240408-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,79,0.180000,litre,bottle,-9.480000
2024-04-08,POS-20240408-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,79,0.018000,kilogram,bag,-1.422000
2024-04-08,POS-20240408-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,22,0.250000,litre,bottle,-3.666667
2024-04-08,POS-20240408-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,33,0.250000,litre,bottle,-5.500000
2024-04-08,POS-20240408-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,33,0.018000,kilogram,bag,-0.594000
2024-04-08,POS-20240408-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,40,0.250000,litre,carton,-10.000000
2024-04-08,POS-20240408-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,40,0.018000,kilogram,bag,-0.720000
2024-04-08,POS-20240408-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,15,0.200000,litre,carton,-3.000000
2024-04-09,POS-20240409-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,30,1.000000,each,each,-30.000000
2024-04-09,POS-20240409-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,5,2.000000,each,each,-10.000000
2024-04-09,POS-20240409-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,14,1.000000,each,each,-14.000000
2024-04-09,POS-20240409-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,77,0.180000,litre,bottle,-9.240000
2024-04-09,POS-20240409-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,77,0.018000,kilogram,bag,-1.386000
2024-04-09,POS-20240409-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,21,0.250000,litre,bottle,-3.500000
2024-04-09,POS-20240409-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,28,0.250000,litre,bottle,-4.666667
2024-04-09,POS-20240409-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,28,0.018000,kilogram,bag,-0.504000
2024-04-09,POS-20240409-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,39,0.250000,litre,carton,-9.750000
2024-04-09,POS-20240409-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,39,0.018000,kilogram,bag,-0.702000
2024-04-09,POS-20240409-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,15,0.200000,litre,carton,-3.000000
2024-04-10,POS-20240410-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,29,1.000000,each,each,-29.000000
2024-04-10,POS-20240410-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,5,2.000000,each,each,-10.000000
2024-04-10,POS-20240410-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,14,1.000000,each,each,-14.000000
2024-04-10,POS-20240410-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,75,0.180000,litre,bottle,-9.000000
2024-04-10,POS-20240410-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,75,0.018000,kilogram,bag,-1.350000
2024-04-10,POS-20240410-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,20,0.250000,litre,bottle,-3.333333
2024-04-10,POS-20240410-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,27,0.250000,litre,bottle,-4.500000
2024-04-10,POS-20240410-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,27,0.018000,kilogram,bag,-0.486000
2024-04-10,POS-20240410-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,38,0.250000,litre,carton,-9.500000
2024-04-10,POS-20240410-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,38,0.018000,kilogram,bag,-0.684000
2024-04-10,POS-20240410-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,13,0.200000,litre,carton,-2.600000
2024-04-11,POS-20240411-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,30,1.000000,each,each,-30.000000
2024-04-11,POS-20240411-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,5,2.000000,each,each,-10.000000
2024-04-11,POS-20240411-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,14,1.000000,each,each,-14.000000
2024-04-11,POS-20240411-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,78,0.180000,litre,bottle,-9.360000
2024-04-11,POS-20240411-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,78,0.018000,kilogram,bag,-1.404000
2024-04-11,POS-20240411-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,21,0.250000,litre,bottle,-3.500000
2024-04-11,POS-20240411-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,28,0.250000,litre,bottle,-4.666667
2024-04-11,POS-20240411-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,28,0.018000,kilogram,bag,-0.504000
2024-04-11,POS-20240411-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,39,0.250000,litre,carton,-9.750000
2024-04-11,POS-20240411-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,39,0.018000,kilogram,bag,-0.702000
2024-04-11,POS-20240411-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,15,0.200000,litre,carton,-3.000000
2024-04-12,POS-20240412-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,24,1.000000,each,each,-24.000000
2024-04-12,POS-20240412-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,3,2.000000,each,each,-6.000000
2024-04-12,POS-20240412-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,11,1.000000,each,each,-11.000000
2024-04-12,POS-20240412-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,70,0.180000,litre,bottle,-8.400000
2024-04-12,POS-20240412-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,70,0.018000,kilogram,bag,-1.260000
2024-04-12,POS-20240412-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,19,0.250000,litre,bottle,-3.166667
2024-04-12,POS-20240412-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,22,0.250000,litre,bottle,-3.666667
2024-04-12,POS-20240412-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,22,0.018000,kilogram,bag,-0.396000
2024-04-12,POS-20240412-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,35,0.250000,litre,carton,-8.750000
2024-04-12,POS-20240412-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,35,0.018000,kilogram,bag,-0.630000
2024-04-12,POS-20240412-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,11,0.200000,litre,carton,-2.200000
2024-04-13,POS-20240413-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,42,1.000000,each,each,-42.000000
2024-04-13,POS-20240413-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,11,2.000000,each,each,-22.000000
2024-04-13,POS-20240413-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,13,1.000000,each,each,-13.000000
2024-04-13,POS-20240413-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,67,0.180000,litre,bottle,-8.040000
2024-04-13,POS-20240413-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,67,0.018000,kilogram,bag,-1.206000
2024-04-13,POS-20240413-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,23,0.250000,litre,bottle,-3.833333
2024-04-13,POS-20240413-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,25,0.250000,litre,bottle,-4.166667
2024-04-13,POS-20240413-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,25,0.018000,kilogram,bag,-0.450000
2024-04-13,POS-20240413-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,34,0.250000,litre,carton,-8.500000
2024-04-13,POS-20240413-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,34,0.018000,kilogram,bag,-0.612000
2024-04-13,POS-20240413-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,14,0.200000,litre,carton,-2.800000
2024-04-14,POS-20240414-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,52,1.000000,each,each,-52.000000
2024-04-14,POS-20240414-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,14,2.000000,each,each,-28.000000
2024-04-14,POS-20240414-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,16,1.000000,each,each,-16.000000
2024-04-14,POS-20240414-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,83,0.180000,litre,bottle,-9.960000
2024-04-14,POS-20240414-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,83,0.018000,kilogram,bag,-1.494000
2024-04-14,POS-20240414-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,29,0.250000,litre,bottle,-4.833333
2024-04-14,POS-20240414-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,31,0.250000,litre,bottle,-5.166667
2024-04-14,POS-20240414-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,31,0.018000,kilogram,bag,-0.558000
2024-04-14,POS-20240414-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,42,0.250000,litre,carton,-10.500000
2024-04-14,POS-20240414-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,42,0.018000,kilogram,bag,-0.756000
2024-04-14,POS-20240414-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,16,0.200000,litre,carton,-3.200000
2024-04-15,POS-20240415-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,24,1.000000,each,each,-24.000000
2024-04-15,POS-20240415-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,3,2.000000,each,each,-6.000000
2024-04-15,POS-20240415-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,11,1.000000,each,each,-11.000000
2024-04-15,POS-20240415-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,73,0.180000,litre,bottle,-8.760000
2024-04-15,POS-20240415-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,73,0.018000,kilogram,bag,-1.314000
2024-04-15,POS-20240415-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,20,0.250000,litre,bottle,-3.333333
2024-04-15,POS-20240415-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,23,0.250000,litre,bottle,-3.833333
2024-04-15,POS-20240415-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,23,0.018000,kilogram,bag,-0.414000
2024-04-15,POS-20240415-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,37,0.250000,litre,carton,-9.250000
2024-04-15,POS-20240415-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,37,0.018000,kilogram,bag,-0.666000
2024-04-15,POS-20240415-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,12,0.200000,litre,carton,-2.400000
2024-04-16,POS-20240416-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,29,1.000000,each,each,-29.000000
2024-04-16,POS-20240416-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,5,2.000000,each,each,-10.000000
2024-04-16,POS-20240416-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,13,1.000000,each,each,-13.000000
2024-04-16,POS-20240416-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,74,0.180000,litre,bottle,-8.880000
2024-04-16,POS-20240416-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,74,0.018000,kilogram,bag,-1.332000
2024-04-16,POS-20240416-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,20,0.250000,litre,bottle,-3.333333
2024-04-16,POS-20240416-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,27,0.250000,litre,bottle,-4.500000
2024-04-16,POS-20240416-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,27,0.018000,kilogram,bag,-0.486000
2024-04-16,POS-20240416-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,38,0.250000,litre,carton,-9.500000
2024-04-16,POS-20240416-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,38,0.018000,kilogram,bag,-0.684000
2024-04-16,POS-20240416-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,13,0.200000,litre,carton,-2.600000
2024-04-17,POS-20240417-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,28,1.000000,each,each,-28.000000
2024-04-17,POS-20240417-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,4,2.000000,each,each,-8.000000
2024-04-17,POS-20240417-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,13,1.000000,each,each,-13.000000
2024-04-17,POS-20240417-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,71,0.180000,litre,bottle,-8.520000
2024-04-17,POS-20240417-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,71,0.018000,kilogram,bag,-1.278000
2024-04-17,POS-20240417-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,19,0.250000,litre,bottle,-3.166667
2024-04-17,POS-20240417-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,26,0.250000,litre,bottle,-4.333333
2024-04-17,POS-20240417-DEMO_ICED_LATTE,DEMO_ICED_LATTE,COFFEE_REGULAR,26,0.018000,kilogram,bag,-0.468000
2024-04-17,POS-20240417-DEMO_OAT_LATTE,DEMO_OAT_LATTE,MILK_OAT,36,0.250000,litre,carton,-9.000000
2024-04-17,POS-20240417-DEMO_OAT_LATTE,DEMO_OAT_LATTE,COFFEE_REGULAR,36,0.018000,kilogram,bag,-0.648000
2024-04-17,POS-20240417-DEMO_SMOOTHIE,DEMO_SMOOTHIE,MILK_OAT,14,0.200000,litre,carton,-2.800000
2024-04-18,POS-20240418-DEMO_CROISSANT,DEMO_CROISSANT,CROISSANT,30,1.000000,each,each,-30.000000
2024-04-18,POS-20240418-DEMO_EGG_BREAKFAST,DEMO_EGG_BREAKFAST,EGGS,5,2.000000,each,each,-10.000000
2024-04-18,POS-20240418-DEMO_EGG_SANDWICH,DEMO_EGG_SANDWICH,EGGS,14,1.000000,each,each,-14.000000
2024-04-18,POS-20240418-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,MILK_FULL,78,0.180000,litre,bottle,-9.360000
2024-04-18,POS-20240418-DEMO_FLAT_WHITE,DEMO_FLAT_WHITE,COFFEE_REGULAR,78,0.018000,kilogram,bag,-1.404000
2024-04-18,POS-20240418-DEMO_HOT_CHOCOLATE,DEMO_HOT_CHOCOLATE,MILK_FULL,21,0.250000,litre,bottle,-3.500000
2024-04-18,POS-20240418-DEMO_ICED_LATTE,DEMO_ICED_LATTE,MILK_FULL,28,0.250000,litre,bottle,-4.666667
