receipt_item_source_key,receipt_source_key,po_item_source_key,product_id,invoice_quantity,received_quantity,damaged_quantity,accepted_quantity,wrong_item_flag,discrepancy_reason
GRI-POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_FULL,GR-PO-2024-04-09-2024-04-10-SUP_B,POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_OAT,GR-PO-2024-04-09-2024-04-10-SUP_B,POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_OAT,MILK_OAT,13.000000,13.000000,0.000000,13.000000,False,NONE
GRI-POI-PO-2024-04-10-2024-04-11-SUP_A-CROISSANT,GR-PO-2024-04-10-2024-04-11-SUP_A,POI-PO-2024-04-10-2024-04-11-SUP_A-CROISSANT,CROISSANT,31.000000,31.000000,0.000000,31.000000,False,NONE
GRI-POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_FULL,GR-PO-2024-04-10-2024-04-11-SUP_B,POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_OAT,GR-PO-2024-04-10-2024-04-11-SUP_B,POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_OAT,MILK_OAT,12.000000,12.000000,0.000000,12.000000,False,NONE
GRI-POI-PO-2024-04-11-2024-04-12-SUP_A-CROISSANT,GR-PO-2024-04-11-2024-04-12-SUP_A,POI-PO-2024-04-11-2024-04-12-SUP_A-CROISSANT,CROISSANT,26.000000,26.000000,0.000000,26.000000,False,NONE
GRI-POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_FULL,GR-PO-2024-04-11-2024-04-12-SUP_B,POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_OAT,GR-PO-2024-04-11-2024-04-12-SUP_B,POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_OAT,MILK_OAT,12.000000,12.000000,0.000000,12.000000,False,NONE
GRI-POI-PO-2024-04-11-2024-04-12-SUP_D-COFFEE_REGULAR,GR-PO-2024-04-11-2024-04-12-SUP_D,POI-PO-2024-04-11-2024-04-12-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,8.000000,8.000000,0.000000,8.000000,False,NONE
GRI-POI-PO-2024-04-12-2024-04-13-SUP_A-CROISSANT,GR-PO-2024-04-12-2024-04-13-SUP_A,POI-PO-2024-04-12-2024-04-13-SUP_A-CROISSANT,CROISSANT,94.000000,94.000000,0.000000,94.000000,False,NONE
GRI-POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_FULL,GR-PO-2024-04-12-2024-04-13-SUP_B,POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_FULL,MILK_FULL,29.000000,29.000000,0.000000,29.000000,False,NONE
GRI-POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_OAT,GR-PO-2024-04-12-2024-04-13-SUP_B,POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_OAT,MILK_OAT,25.000000,25.000000,0.000000,25.000000,False,NONE
GRI-POI-PO-2024-04-13-2024-04-15-SUP_A-CROISSANT,GR-PO-2024-04-13-2024-04-15-SUP_A,POI-PO-2024-04-13-2024-04-15-SUP_A-CROISSANT,CROISSANT,25.000000,25.000000,0.000000,25.000000,False,NONE
GRI-POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_FULL,GR-PO-2024-04-13-2024-04-15-SUP_B,POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_FULL,MILK_FULL,16.000000,16.000000,0.000000,16.000000,False,NONE
GRI-POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_OAT,GR-PO-2024-04-13-2024-04-15-SUP_B,POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_OAT,MILK_OAT,11.000000,11.000000,0.000000,11.000000,False,NONE
GRI-POI-PO-2024-04-13-2024-04-15-SUP_C-EGGS,GR-PO-2024-04-13-2024-04-15-SUP_C,POI-PO-2024-04-13-2024-04-15-SUP_C-EGGS,EGGS,9.000000,9.000000,0.000000,9.000000,False,NONE
GRI-POI-PO-2024-04-13-2024-04-15-SUP_D-COFFEE_REGULAR,GR-PO-2024-04-13-2024-04-15-SUP_D,POI-PO-2024-04-13-2024-04-15-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,8.000000,8.000000,0.000000,8.000000,False,NONE
GRI-POI-PO-2024-04-14-2024-04-15-SUP_A-CROISSANT,GR-PO-2024-04-14-2024-04-15-SUP_A,POI-PO-2024-04-14-2024-04-15-SUP_A-CROISSANT,CROISSANT,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-14-2024-04-15-SUP_B-MILK_FULL,GR-PO-2024-04-14-2024-04-15-SUP_B,POI-PO-2024-04-14-2024-04-15-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-15-2024-04-16-SUP_A-CROISSANT,GR-PO-2024-04-15-2024-04-16-SUP_A,POI-PO-2024-04-15-2024-04-16-SUP_A-CROISSANT,CROISSANT,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_FULL,GR-PO-2024-04-15-2024-04-16-SUP_B,POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_OAT,GR-PO-2024-04-15-2024-04-16-SUP_B,POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_OAT,MILK_OAT,13.000000,13.000000,0.000000,13.000000,False,NONE
GRI-POI-PO-2024-04-16-2024-04-17-SUP_A-CROISSANT,GR-PO-2024-04-16-2024-04-17-SUP_A,POI-PO-2024-04-16-2024-04-17-SUP_A-CROISSANT,CROISSANT,21.000000,21.000000,0.000000,21.000000,False,NONE
GRI-POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_FULL,GR-PO-2024-04-16-2024-04-17-SUP_B,POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_OAT,GR-PO-2024-04-16-2024-04-17-SUP_B,POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_OAT,MILK_OAT,12.000000,12.000000,0.000000,12.000000,False,NONE
GRI-POI-PO-2024-04-17-2024-04-18-SUP_A-CROISSANT,GR-PO-2024-04-17-2024-04-18-SUP_A,POI-PO-2024-04-17-2024-04-18-SUP_A-CROISSANT,CROISSANT,31.000000,31.000000,0.000000,31.000000,False,NONE
GRI-POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_FULL,GR-PO-2024-04-17-2024-04-18-SUP_B,POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_OAT,GR-PO-2024-04-17-2024-04-18-SUP_B,POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_OAT,MILK_OAT,13.000000,13.000000,0.000000,13.000000,False,NONE
GRI-POI-PO-2024-04-18-2024-04-19-SUP_A-CROISSANT,GR-PO-2024-04-18-2024-04-19-SUP_A,POI-PO-2024-04-18-2024-04-19-SUP_A-CROISSANT,CROISSANT,33.000000,33.000000,0.000000,33.000000,False,NONE
GRI-POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_FULL,GR-PO-2024-04-18-2024-04-19-SUP_B,POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_FULL,MILK_FULL,15.000000,15.000000,0.000000,15.000000,False,NONE
GRI-POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_OAT,GR-PO-2024-04-18-2024-04-19-SUP_B,POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_OAT,MILK_OAT,14.000000,14.000000,0.000000,14.000000,False,NONE
GRI-POI-PO-2024-04-18-2024-04-19-SUP_D-COFFEE_REGULAR,GR-PO-2024-04-18-2024-04-19-SUP_D,POI-PO-2024-04-18-2024-04-19-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,8.000000,8.000000,0.000000,8.000000,False,NONE
GRI-POI-PO-2024-04-19-2024-04-20-SUP_A-CROISSANT,GR-PO-2024-04-19-2024-04-20-SUP_A,POI-PO-2024-04-19-2024-04-20-SUP_A-CROISSANT,CROISSANT,91.000000,91.000000,0.000000,91.000000,False,NONE
GRI-POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_FULL,GR-PO-2024-04-19-2024-04-20-SUP_B,POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_FULL,MILK_FULL,33.000000,33.000000,0.000000,33.000000,False,NONE
GRI-POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_OAT,GR-PO-2024-04-19-2024-04-20-SUP_B,POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_OAT,MILK_OAT,24.000000,24.000000,0.000000,24.000000,False,NONE
GRI-POI-PO-2024-04-20-2024-04-22-SUP_A-CROISSANT,GR-PO-2024-04-20-2024-04-22-SUP_A,POI-PO-2024-04-20-2024-04-22-SUP_A-CROISSANT,CROISSANT,31.000000,31.000000,0.000000,31.000000,False,NONE
GRI-POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_FULL,GR-PO-2024-04-20-2024-04-22-SUP_B,POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_FULL,MILK_FULL,18.000000,18.000000,0.000000,18.000000,False,NONE
GRI-POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_OAT,GR-PO-2024-04-20-2024-04-22-SUP_B,POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_OAT,MILK_OAT,13.000000,13.000000,0.000000,13.000000,False,NONE
GRI-POI-PO-2024-04-20-2024-04-22-SUP_D-COFFEE_REGULAR,GR-PO-2024-04-20-2024-04-22-SUP_D,POI-PO-2024-04-20-2024-04-22-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,8.000000,8.000000,0.000000,8.000000,False,NONE
GRI-POI-PO-2024-04-21-2024-04-22-SUP_A-CROISSANT,GR-PO-2024-04-21-2024-04-22-SUP_A,POI-PO-2024-04-21-2024-04-22-SUP_A-CROISSANT,CROISSANT,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-22-2024-04-23-SUP_A-CROISSANT,GR-PO-2024-04-22-2024-04-23-SUP_A,POI-PO-2024-04-22-2024-04-23-SUP_A-CROISSANT,CROISSANT,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_FULL,GR-PO-2024-04-22-2024-04-23-SUP_B,POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_FULL,MILK_FULL,19.000000,19.000000,0.000000,19.000000,False,NONE
GRI-POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_OAT,GR-PO-2024-04-22-2024-04-23-SUP_B,POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_OAT,MILK_OAT,13.000000,13.000000,0.000000,13.000000,False,NONE
GRI-POI-PO-2024-04-22-2024-04-24-SUP_C-EGGS,GR-PO-2024-04-22-2024-04-24-SUP_C,POI-PO-2024-04-22-2024-04-24-SUP_C-EGGS,EGGS,9.000000,9.000000,0.000000,9.000000,False,NONE
GRI-POI-PO-2024-04-23-2024-04-24-SUP_A-CROISSANT,GR-PO-2024-04-23-2024-04-24-SUP_A,POI-PO-2024-04-23-2024-04-24-SUP_A-CROISSANT,CROISSANT,27.000000,27.000000,0.000000,27.000000,False,NONE
GRI-POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_FULL,GR-PO-2024-04-23-2024-04-24-SUP_B,POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_FULL,MILK_FULL,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_OAT,GR-PO-2024-04-23-2024-04-24-SUP_B,POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_OAT,MILK_OAT,14.000000,14.000000,0.000000,14.000000,False,NONE
GRI-POI-PO-2024-04-23-2024-04-24-SUP_D-COFFEE_REGULAR,GR-PO-2024-04-23-2024-04-24-SUP_D,POI-PO-2024-04-23-2024-04-24-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,8.000000,8.000000,0.000000,8.000000,False,NONE
GRI-POI-PO-2024-04-24-2024-04-25-SUP_A-CROISSANT,GR-PO-2024-04-24-2024-04-25-SUP_A,POI-PO-2024-04-24-2024-04-25-SUP_A-CROISSANT,CROISSANT,34.000000,34.000000,0.000000,34.000000,False,NONE
GRI-POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_FULL,GR-PO-2024-04-24-2024-04-25-SUP_B,POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_FULL,MILK_FULL,19.000000,19.000000,0.000000,19.000000,False,NONE
GRI-POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_OAT,GR-PO-2024-04-24-2024-04-25-SUP_B,POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_OAT,MILK_OAT,14.000000,14.000000,0.000000,14.000000,False,NONE
GRI-POI-PO-2024-04-25-2024-04-26-SUP_A-CROISSANT,GR-PO-2024-04-25-2024-04-26-SUP_A,POI-PO-2024-04-25-2024-04-26-SUP_A-CROISSANT,CROISSANT,31.000000,31.000000,0.000000,31.000000,False,NONE
GRI-POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_FULL,GR-PO-2024-04-25-2024-04-26-SUP_B,POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_FULL,MILK_FULL,17.000000,17.000000,0.000000,17.000000,False,NONE
GRI-POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_OAT,GR-PO-2024-04-25-2024-04-26-SUP_B,POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_OAT,MILK_OAT,12.000000,12.000000,0.000000,12.000000,False,NONE
GRI-POI-PO-2024-04-26-2024-04-27-SUP_A-CROISSANT,GR-PO-2024-04-26-2024-04-27-SUP_A,POI-PO-2024-04-26-2024-04-27-SUP_A-CROISSANT,CROISSANT,97.000000,97.000000,0.000000,97.000000,False,NONE
GRI-POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_FULL,GR-PO-2024-04-26-2024-04-27-SUP_B,POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_FULL,MILK_FULL,38.000000,38.000000,0.000000,38.000000,False,NONE
GRI-POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_OAT,GR-PO-2024-04-26-2024-04-27-SUP_B,POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_OAT,MILK_OAT,26.000000,26.000000,0.000000,26.000000,False,NONE
GRI-POI-PO-2024-04-26-2024-04-27-SUP_D-COFFEE_REGULAR,GR-PO-2024-04-26-2024-04-27-SUP_D,POI-PO-2024-04-26-2024-04-27-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,8.000000,8.000000,0.000000,8.000000,False,NONE
GRI-POI-PO-2024-04-27-2024-04-29-SUP_A-CROISSANT,GR-PO-2024-04-27-2024-04-29-SUP_A,POI-PO-2024-04-27-2024-04-29-SUP_A-CROISSANT,CROISSANT,26.000000,26.000000,0.000000,26.000000,False,NONE
GRI-POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_FULL,GR-PO-2024-04-27-2024-04-29-SUP_B,POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_FULL,MILK_FULL,16.000000,16.000000,0.000000,16.000000,False,NONE
GRI-POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_OAT,GR-PO-2024-04-27-2024-04-29-SUP_B,POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_OAT,MILK_OAT,12.000000,12.000000,0.000000,12.000000,False,NONE
GRI-POI-PO-2024-04-28-2024-04-29-SUP_A-CROISSANT,GR-PO-2024-04-28-2024-04-29-SUP_A,POI-PO-2024-04-28-2024-04-29-SUP_A-CROISSANT,CROISSANT,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-29-2024-04-30-SUP_A-CROISSANT,GR-PO-2024-04-29-2024-04-30-SUP_A,POI-PO-2024-04-29-2024-04-30-SUP_A-CROISSANT,CROISSANT,20.000000,20.000000,0.000000,20.000000,False,NONE
GRI-POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_FULL,GR-PO-2024-04-29-2024-04-30-SUP_B,POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_FULL,MILK_FULL,18.000000,18.000000,0.000000,18.000000,False,NONE
GRI-POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_OAT,GR-PO-2024-04-29-2024-04-30-SUP_B,POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_OAT,MILK_OAT,13.000000,13.000000,0.000000,13.000000,False,NONE
