stocktake_item_source_key,stocktake_source_key,product_id,inventory_unit,physical_quantity,system_quantity,variance,review_status
STI-2024-04-11-MILK_LACTOSE_FREE,ST-2024-04-11,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-11-COFFEE_REGULAR,ST-2024-04-11,COFFEE_REGULAR,bag,2.554000,2.554000,0.000000,MATCH
STI-2024-04-11-CROISSANT,ST-2024-04-11,CROISSANT,each,3.000000,3.000000,0.000000,MATCH
STI-2024-04-11-EGGS,ST-2024-04-11,EGGS,each,157.000000,157.000000,0.000000,MATCH
STI-2024-04-12-MILK_FULL,ST-2024-04-12,MILK_FULL,bottle,12.172333,12.172333,0.000000,MATCH
STI-2024-04-12-MILK_SKIM,ST-2024-04-12,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-12-MILK_ALMOND,ST-2024-04-12,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-12-MILK_OAT,ST-2024-04-12,MILK_OAT,carton,3.854000,3.854000,0.000000,MATCH
STI-2024-04-12-MILK_SOY,ST-2024-04-12,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-12-MILK_LACTOSE_FREE,ST-2024-04-12,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-12-COFFEE_REGULAR,ST-2024-04-12,COFFEE_REGULAR,bag,8.259000,8.259000,0.000000,MATCH
STI-2024-04-12-CROISSANT,ST-2024-04-12,CROISSANT,each,5.000000,5.000000,0.000000,MATCH
STI-2024-04-12-EGGS,ST-2024-04-12,EGGS,each,140.000000,140.000000,0.000000,MATCH
STI-2024-04-13-MILK_FULL,ST-2024-04-13,MILK_FULL,bottle,25.021333,25.021333,0.000000,MATCH
STI-2024-04-13-MILK_SKIM,ST-2024-04-13,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-13-MILK_ALMOND,ST-2024-04-13,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-13-MILK_OAT,ST-2024-04-13,MILK_OAT,carton,17.485000,17.485000,0.000000,MATCH
STI-2024-04-13-MILK_SOY,ST-2024-04-13,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-13-MILK_LACTOSE_FREE,ST-2024-04-13,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-13-COFFEE_REGULAR,ST-2024-04-13,COFFEE_REGULAR,bag,5.975000,5.975000,0.000000,MATCH
STI-2024-04-13-CROISSANT,ST-2024-04-13,CROISSANT,each,56.000000,56.000000,0.000000,MATCH
STI-2024-04-13-EGGS,ST-2024-04-13,EGGS,each,105.000000,105.000000,0.000000,MATCH
STI-2024-04-14-MILK_FULL,ST-2024-04-14,MILK_FULL,bottle,4.861333,4.861333,0.000000,MATCH
STI-2024-04-14-MILK_SKIM,ST-2024-04-14,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-14-MILK_ALMOND,ST-2024-04-14,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-14-MILK_OAT,ST-2024-04-14,MILK_OAT,carton,3.668000,3.668000,0.000000,MATCH
STI-2024-04-14-MILK_SOY,ST-2024-04-14,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-14-MILK_LACTOSE_FREE,ST-2024-04-14,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-14-COFFEE_REGULAR,ST-2024-04-14,COFFEE_REGULAR,bag,3.157000,3.157000,0.000000,MATCH
STI-2024-04-14-CROISSANT,ST-2024-04-14,CROISSANT,each,2.000000,2.000000,0.000000,MATCH
STI-2024-04-14-EGGS,ST-2024-04-14,EGGS,each,60.000000,60.000000,0.000000,MATCH
STI-2024-04-15-MILK_FULL,ST-2024-04-15,MILK_FULL,bottle,19.702667,19.702667,0.000000,MATCH
STI-2024-04-15-MILK_SKIM,ST-2024-04-15,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-15-MILK_ALMOND,ST-2024-04-15,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-15-MILK_OAT,ST-2024-04-15,MILK_OAT,carton,2.904000,2.904000,0.000000,MATCH
STI-2024-04-15-MILK_SOY,ST-2024-04-15,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-15-MILK_LACTOSE_FREE,ST-2024-04-15,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-15-COFFEE_REGULAR,ST-2024-04-15,COFFEE_REGULAR,bag,8.752000,8.752000,0.000000,MATCH
STI-2024-04-15-CROISSANT,ST-2024-04-15,CROISSANT,each,22.000000,22.000000,0.000000,MATCH
STI-2024-04-15-EGGS,ST-2024-04-15,EGGS,each,268.000000,268.000000,0.000000,MATCH
STI-2024-04-16-MILK_FULL,ST-2024-04-16,MILK_FULL,bottle,17.812334,17.812334,0.000000,MATCH
STI-2024-04-16-MILK_SKIM,ST-2024-04-16,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-16-MILK_ALMOND,ST-2024-04-16,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-16-MILK_OAT,ST-2024-04-16,MILK_OAT,carton,3.644000,3.644000,0.000000,MATCH
STI-2024-04-16-MILK_SOY,ST-2024-04-16,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-16-MILK_LACTOSE_FREE,ST-2024-04-16,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-16-COFFEE_REGULAR,ST-2024-04-16,COFFEE_REGULAR,bag,6.232000,6.232000,0.000000,MATCH
STI-2024-04-16-CROISSANT,ST-2024-04-16,CROISSANT,each,12.000000,12.000000,0.000000,MATCH
STI-2024-04-16-EGGS,ST-2024-04-16,EGGS,each,245.000000,245.000000,0.000000,MATCH
STI-2024-04-17-MILK_FULL,ST-2024-04-17,MILK_FULL,bottle,16.598334,16.598334,0.000000,MATCH
STI-2024-04-17-MILK_SKIM,ST-2024-04-17,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-17-MILK_ALMOND,ST-2024-04-17,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-17-MILK_OAT,ST-2024-04-17,MILK_OAT,carton,3.703000,3.703000,0.000000,MATCH
STI-2024-04-17-MILK_SOY,ST-2024-04-17,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-17-MILK_LACTOSE_FREE,ST-2024-04-17,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-17-COFFEE_REGULAR,ST-2024-04-17,COFFEE_REGULAR,bag,3.820000,3.820000,0.000000,MATCH
STI-2024-04-17-CROISSANT,ST-2024-04-17,CROISSANT,each,4.000000,4.000000,0.000000,MATCH
STI-2024-04-17-EGGS,ST-2024-04-17,EGGS,each,224.000000,224.000000,0.000000,MATCH
STI-2024-04-18-MILK_FULL,ST-2024-04-18,MILK_FULL,bottle,13.968667,13.968667,0.000000,MATCH
STI-2024-04-18-MILK_SKIM,ST-2024-04-18,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-18-MILK_ALMOND,ST-2024-04-18,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-18-MILK_OAT,ST-2024-04-18,MILK_OAT,carton,3.633000,3.633000,0.000000,MATCH
STI-2024-04-18-MILK_SOY,ST-2024-04-18,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-18-MILK_LACTOSE_FREE,ST-2024-04-18,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-18-COFFEE_REGULAR,ST-2024-04-18,COFFEE_REGULAR,bag,1.177000,1.177000,0.000000,MATCH
STI-2024-04-18-CROISSANT,ST-2024-04-18,CROISSANT,each,4.000000,4.000000,0.000000,MATCH
STI-2024-04-18-EGGS,ST-2024-04-18,EGGS,each,200.000000,200.000000,0.000000,MATCH
STI-2024-04-19-MILK_FULL,ST-2024-04-19,MILK_FULL,bottle,9.358667,9.358667,0.000000,MATCH
STI-2024-04-19-MILK_SKIM,ST-2024-04-19,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-19-MILK_ALMOND,ST-2024-04-19,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-19-MILK_OAT,ST-2024-04-19,MILK_OAT,carton,3.834000,3.834000,0.000000,MATCH
STI-2024-04-19-MILK_SOY,ST-2024-04-19,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-19-MILK_LACTOSE_FREE,ST-2024-04-19,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-19-COFFEE_REGULAR,ST-2024-04-19,COFFEE_REGULAR,bag,6.315000,6.315000,0.000000,MATCH
STI-2024-04-19-CROISSANT,ST-2024-04-19,CROISSANT,each,4.000000,4.000000,0.000000,MATCH
STI-2024-04-19-EGGS,ST-2024-04-19,EGGS,each,174.000000,174.000000,0.000000,MATCH
STI-2024-04-20-MILK_FULL,ST-2024-04-20,MILK_FULL,bottle,23.566001,23.566001,0.000000,MATCH
STI-2024-04-20-MILK_SKIM,ST-2024-04-20,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-20-MILK_ALMOND,ST-2024-04-20,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-20-MILK_OAT,ST-2024-04-20,MILK_OAT,carton,15.374000,15.374000,0.000000,MATCH
STI-2024-04-20-MILK_SOY,ST-2024-04-20,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-20-MILK_LACTOSE_FREE,ST-2024-04-20,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-20-COFFEE_REGULAR,ST-2024-04-20,COFFEE_REGULAR,bag,3.705000,3.705000,0.000000,MATCH
STI-2024-04-20-CROISSANT,ST-2024-04-20,CROISSANT,each,48.000000,48.000000,0.000000,MATCH
STI-2024-04-20-EGGS,ST-2024-04-20,EGGS,each,132.000000,132.000000,0.000000,MATCH
STI-2024-04-21-MILK_FULL,ST-2024-04-21,MILK_FULL,bottle,5.283667,5.283667,0.000000,MATCH
STI-2024-04-21-MILK_SKIM,ST-2024-04-21,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-21-MILK_ALMOND,ST-2024-04-21,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-21-MILK_OAT,ST-2024-04-21,MILK_OAT,carton,3.398000,3.398000,0.000000,MATCH
STI-2024-04-21-MILK_SOY,ST-2024-04-21,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-21-MILK_LACTOSE_FREE,ST-2024-04-21,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-21-COFFEE_REGULAR,ST-2024-04-21,COFFEE_REGULAR,bag,1.179000,1.179000,0.000000,MATCH
STI-2024-04-21-CROISSANT,ST-2024-04-21,CROISSANT,each,3.000000,3.000000,0.000000,MATCH
STI-2024-04-21-EGGS,ST-2024-04-21,EGGS,each,92.000000,92.000000,0.000000,MATCH
STI-2024-04-22-MILK_FULL,ST-2024-04-22,MILK_FULL,bottle,4.979334,4.979334,0.000000,MATCH
STI-2024-04-22-MILK_SKIM,ST-2024-04-22,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-22-MILK_ALMOND,ST-2024-04-22,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-22-MILK_OAT,ST-2024-04-22,MILK_OAT,carton,3.559000,3.559000,0.000000,MATCH
STI-2024-04-22-MILK_SOY,ST-2024-04-22,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-22-MILK_LACTOSE_FREE,ST-2024-04-22,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-22-COFFEE_REGULAR,ST-2024-04-22,COFFEE_REGULAR,bag,6.479000,6.479000,0.000000,MATCH
STI-2024-04-22-CROISSANT,ST-2024-04-22,CROISSANT,each,23.000000,23.000000,0.000000,MATCH
STI-2024-04-22-EGGS,ST-2024-04-22,EGGS,each,67.000000,67.000000,0.000000,MATCH
STI-2024-04-23-MILK_FULL,ST-2024-04-23,MILK_FULL,bottle,5.559001,5.559001,0.000000,MATCH
STI-2024-04-23-MILK_SKIM,ST-2024-04-23,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-23-MILK_ALMOND,ST-2024-04-23,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-23-MILK_OAT,ST-2024-04-23,MILK_OAT,carton,3.706000,3.706000,0.000000,MATCH
STI-2024-04-23-MILK_SOY,ST-2024-04-23,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-23-MILK_LACTOSE_FREE,ST-2024-04-23,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-23-COFFEE_REGULAR,ST-2024-04-23,COFFEE_REGULAR,bag,3.766000,3.766000,0.000000,MATCH
STI-2024-04-23-CROISSANT,ST-2024-04-23,CROISSANT,each,12.000000,12.000000,0.000000,MATCH
STI-2024-04-23-EGGS,ST-2024-04-23,EGGS,each,43.000000,43.000000,0.000000,MATCH
STI-2024-04-24-MILK_FULL,ST-2024-04-24,MILK_FULL,bottle,4.887001,4.887001,0.000000,MATCH
STI-2024-04-24-MILK_SKIM,ST-2024-04-24,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-24-MILK_ALMOND,ST-2024-04-24,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-24-MILK_OAT,ST-2024-04-24,MILK_OAT,carton,3.306000,3.306000,0.000000,MATCH
STI-2024-04-24-MILK_SOY,ST-2024-04-24,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-24-MILK_LACTOSE_FREE,ST-2024-04-24,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-24-COFFEE_REGULAR,ST-2024-04-24,COFFEE_REGULAR,bag,8.743000,8.743000,0.000000,MATCH
STI-2024-04-24-CROISSANT,ST-2024-04-24,CROISSANT,each,3.000000,3.000000,0.000000,MATCH
STI-2024-04-24-EGGS,ST-2024-04-24,EGGS,each,240.000000,240.000000,0.000000,MATCH
STI-2024-04-25-MILK_FULL,ST-2024-04-25,MILK_FULL,bottle,5.451001,5.451001,0.000000,MATCH
STI-2024-04-25-MILK_SKIM,ST-2024-04-25,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-25-MILK_ALMOND,ST-2024-04-25,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-25-MILK_OAT,ST-2024-04-25,MILK_OAT,carton,3.784000,3.784000,0.000000,MATCH
STI-2024-04-25-MILK_SOY,ST-2024-04-25,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-25-MILK_LACTOSE_FREE,ST-2024-04-25,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-25-COFFEE_REGULAR,ST-2024-04-25,COFFEE_REGULAR,bag,6.008000,6.008000,0.000000,MATCH
STI-2024-04-25-CROISSANT,ST-2024-04-25,CROISSANT,each,4.000000,4.000000,0.000000,MATCH
STI-2024-04-25-EGGS,ST-2024-04-25,EGGS,each,215.000000,215.000000,0.000000,MATCH
STI-2024-04-26-MILK_FULL,ST-2024-04-26,MILK_FULL,bottle,4.896334,4.896334,0.000000,MATCH
STI-2024-04-26-MILK_SKIM,ST-2024-04-26,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
